c0301_m00_01, -0.50,
c0301_m00_02, -0.51,
c0301_m00_03, -0.49,
c0301_m00_04, -0.44,
c0301_m00_05, -0.36,
c0301_m00_06, -0.29,
c0301_m00_07, -0.23,
c0301_m00_08, -0.18,
c0301_m00_09, -0.13,
c0301_m00_10, -0.07,
c0301_m00_11, -0.02,
c0301_m00_12,  0.05,
c0301_m00_13,  0.10,
c0301_m00_14,  0.12,
c0301_m00_15,  0.20,
c0301_m00_16,  0.19,
c0301_m00_17,  0.39,
c0301_m00_18,  0.27,
c0301_m00_19,  0.36,
c0301_m00_20,  0.19,
c0303_m00_01,  0.09,
c0303_m00_02,  0.15,
c0303_m00_03,  0.21,
c0303_m00_04,  0.28,
c0303_m00_05,  0.32,
c0303_m00_06,  0.35,
c0303_m00_07,  0.40,
c0303_m00_08,  0.46,
c0303_m00_09,  0.53,
c0303_m00_10,  0.59,
c0303_m00_11,  0.65,
c0303_m00_12,  0.71,
c0303_m00_13,  0.75,
c0303_m00_14,  0.78,
c0303_m00_15,  0.81,
c0303_m00_16,  0.81,
c0303_m00_17,  0.87,
c0303_m00_18,  0.88,
c0303_m00_19,  0.94,
c0303_m00_20,  0.95,
c1001_m00_01, -0.66,
c1001_m00_02, -0.58,
c1001_m00_03, -0.48,
c1001_m00_04, -0.33,
c1001_m00_05, -0.18,
c1001_m00_06, -0.04,
c1001_m00_07,  0.09,
c1001_m00_08,  0.22,
c1001_m00_09,  0.34,
c1001_m00_10,  0.47,
c1001_m00_11,  0.60,
c1001_m00_12,  0.74,
c1001_m00_13,  0.88,
c1001_m00_14,  1.01,
c1001_m00_15,  1.18,
c1001_m00_16,  1.27,
c1001_m00_17,  1.69,
c1001_m00_18,  1.66,
c1001_m00_19,  1.85,
c1001_m00_20,  1.79,
c1003_m00_01,  0.56,
c1003_m00_02,  0.72,
c1003_m00_03,  0.97,
c1003_m00_04,  1.22,
c1003_m00_05,  1.48,
c1003_m00_06,  1.73,
c1003_m00_07,  1.96,
c1003_m00_08,  2.16,
c1003_m00_09,  2.34,
c1003_m00_10,  2.50,
c1003_m00_11,  2.63,
c1003_m00_12,  2.75,
c1003_m00_13,  2.86,
c1003_m00_14,  2.97,
c1003_m00_15,  3.11,
c1003_m00_16,  3.24,
c1003_m00_17,  3.42,
c1003_m00_18,  3.62,
c1003_m00_19,  3.62,
c1003_m00_20,  3.65,
c2001_m00_01, -1.43,
c2001_m00_02, -1.33,
c2001_m00_03, -1.13,
c2001_m00_04, -0.90,
c2001_m00_05, -0.66,
c2001_m00_06, -0.45,
c2001_m00_07, -0.26,
c2001_m00_08, -0.09,
c2001_m00_09,  0.06,
c2001_m00_10,  0.20,
c2001_m00_11,  0.34,
c2001_m00_12,  0.51,
c2001_m00_13,  0.67,
c2001_m00_14,  0.74,
c2001_m00_15,  0.73,
c2001_m00_16,  0.81,
c2001_m00_17,  1.08,
c2001_m00_18,  1.30,
c2001_m00_19,  1.39,
c2001_m00_20,  1.43,
c2003_m00_01, -0.32,
c2003_m00_02, -0.05,
c2003_m00_03,  0.37,
c2003_m00_04,  0.81,
c2003_m00_05,  1.27,
c2003_m00_06,  1.71,
c2003_m00_07,  2.11,
c2003_m00_08,  2.45,
c2003_m00_09,  2.73,
c2003_m00_10,  2.96,
c2003_m00_11,  3.12,
c2003_m00_12,  3.24,
c2003_m00_13,  3.31,
c2003_m00_14,  3.33,
c2003_m00_15,  3.45,
c2003_m00_16,  3.59,
c2003_m00_17,  3.81,
c2003_m00_18,  3.96,
c2003_m00_19,  4.11,
c2003_m00_20,  4.23,
